"Gene","Module"
"RBBP7","grey"
"JADE2","turquoise"
"PIAS3","turquoise"
"GSTCD","turquoise"
"PDP1","turquoise"
"VAMP7","turquoise"
"PDZD4","turquoise"
"MBNL2","grey"
"NT5DC3","turquoise"
"ADRBK2","turquoise"
"CTSS","grey"
"TNNC1","turquoise"
"OR7E26P","turquoise"
"MRM1","turquoise"
"SERPIND1","turquoise"
"AXIN2","turquoise"
"TCEA2","turquoise"
"PIGX","turquoise"
"HARS","turquoise"
"TELO2","turquoise"
"DPH2","turquoise"
"ASMTL","turquoise"
"C5orf63","grey"
"KCNK5","turquoise"
"ESYT1","turquoise"
"PROCR","turquoise"
"HIST1H4F","turquoise"
"RFWD3","turquoise"
"TLL1","grey"
"CTSC","turquoise"
"TSPAN18","turquoise"
"ST3GAL6","grey"
"GMPPA","turquoise"
"ABCF2","turquoise"
"CPT2","turquoise"
"SEMA4B","turquoise"
"C19orf40","turquoise"
"FRRS1","turquoise"
"TUBBP5","turquoise"
"RANBP17","turquoise"
"AADAC","turquoise"
"PDE4D","turquoise"
"MIR221","turquoise"
"PPIL2","turquoise"
"FAM160A1","turquoise"
"ITGB1","turquoise"
"CHMP7","turquoise"
"TMEM216","turquoise"
"HHEX","turquoise"
"ORMDL3","turquoise"
"EIF3G","turquoise"
"PCYOX1L","turquoise"
"GADD45GIP1","turquoise"
"FHOD3","turquoise"
"EVC","turquoise"
"ETV5","turquoise"
"C1orf74","turquoise"
"ALDH16A1","turquoise"
"TCF24","turquoise"
"ATP9B","turquoise"
"HS3ST3B1","turquoise"
"CLPB","turquoise"
"PLOD3","turquoise"
"PARVA","grey"
"NAP1L4","turquoise"
"PDLIM4","turquoise"
"SALL1","turquoise"
"COTL1","turquoise"
"SIRT3","turquoise"
"SNORA20","turquoise"
"ATG7","turquoise"
"RPL39L","grey"
"TRAPPC4","turquoise"
"RNA5-8SP6","turquoise"
"SERPINB7","turquoise"
"ARF3","turquoise"
"TBCC","turquoise"
"MRPL12","turquoise"
"RNA5SP140","turquoise"
"CIRH1A","turquoise"
"GHR","turquoise"
"KDELC1","turquoise"
"HMGA2","turquoise"
"MAP4K5","turquoise"
"MYC","turquoise"
"OCM","turquoise"
"WDR91","turquoise"
"ARAP2","grey"
"FAM43A","turquoise"
"SCAP","turquoise"
"CYB5R1","turquoise"
"DYSF","turquoise"
"PRPF31","turquoise"
"LINC00965","turquoise"
"MRI1","turquoise"
"HCFC1","turquoise"
"UTP11L","turquoise"
"SLC9A6","turquoise"
"MATN2","turquoise"
"ZNF786","turquoise"
"ACTL8","turquoise"
"EBP","turquoise"
"EIF2B2","turquoise"
"TMEM164","turquoise"
"NFYA","turquoise"
"KIAA0226","turquoise"
"NQO2","turquoise"
"GNA11","turquoise"
"CSNK1E","turquoise"
"ANXA5","turquoise"
"DDX58","grey"
"TMEM194A","turquoise"
"DAPK3","turquoise"
"EIF4E3","blue"
"DOCK5","turquoise"
"RANBP6","turquoise"
"EXOSC6","turquoise"
"DHRS4L2","turquoise"
"PIGV","turquoise"
"VAV3","blue"
"CABLES1","turquoise"
"MICALL1","turquoise"
"EPB41L3","turquoise"
"FMN2","turquoise"
"CXCL2","grey"
"MAPKBP1","turquoise"
"E4F1","turquoise"
"SOCS2","turquoise"
"BRD9","turquoise"
"CCND1","turquoise"
"MAP2K4","turquoise"
"SNAPC1","turquoise"
"ADORA2B","turquoise"
"TSPO","turquoise"
"UBIAD1","turquoise"
"MBD3","turquoise"
"JMJD7","turquoise"
"HSD17B4","grey"
"GSPT2","grey"
"TSPAN14","turquoise"
"DTX3L","grey"
"CDK2","turquoise"
"RNF26","turquoise"
"LMO7","grey"
"EHD2","turquoise"
"ABHD6","turquoise"
"PTPRK","brown"
"SNRNP200","turquoise"
"TBCEL","turquoise"
"WRNIP1","turquoise"
"SYDE1","turquoise"
"B3GNT5","grey"
"LRP3","turquoise"
"SPC25","turquoise"
"PYCARD","turquoise"
"RN7SKP140","turquoise"
"ADH1C","turquoise"
"SLC26A6","turquoise"
"PTCH2","turquoise"
"YARS","turquoise"
"LAMA3","grey"
"LPHN3","grey"
"NAA10","turquoise"
"MOB2","turquoise"
"RTFDC1","turquoise"
"C12orf66","turquoise"
"NABP1","grey"
"XPO7","turquoise"
"PNP","turquoise"
"PPP6R2","turquoise"
"SAMD4A","turquoise"
"CADM1","blue"
"SS18L2","turquoise"
"SP140L","grey"
"NBEAL2","turquoise"
"RIN2","turquoise"
"RAB11B","turquoise"
"GREB1L","turquoise"
"PIPOX","turquoise"
"SUGP1","turquoise"
"ZMAT2","turquoise"
"MIR155HG","turquoise"
"PTRH1","turquoise"
"PPM1L","turquoise"
"IFFO2","turquoise"
"SYMPK","turquoise"
"GZF1","turquoise"
"DEAF1","turquoise"
"LMNB1","turquoise"
"DYNC1H1","turquoise"
"GAS8","turquoise"
"FOXRED2","turquoise"
"ADNP2","turquoise"
"COX5B","turquoise"
"TSPAN9","turquoise"
"BTBD2","turquoise"
"PKN3","turquoise"
"ATP6V1B2","turquoise"
"GTF2H4","turquoise"
"DDX27","turquoise"
"ZC3H7B","turquoise"
"NHEJ1","turquoise"
"TAF6L","turquoise"
"SNORD109B","grey"
"SNORD13P3","turquoise"
"ANAPC2","turquoise"
"PLSCR3","turquoise"
"CDH11","turquoise"
"WIF1","turquoise"
"DPH5","turquoise"
"TMCO3","turquoise"
"FIBIN","turquoise"
"EBPL","turquoise"
"EIF1AD","turquoise"
"IER3","turquoise"
"PKIG","turquoise"
"CCDC109B","turquoise"
"RNU6-398P","blue"
"ZNF581","turquoise"
"TENM2","turquoise"
"MANEAL","turquoise"
"EML1","grey"
"RPLP1","turquoise"
"RNF187","turquoise"
"RNF43","turquoise"
"TUSC2","turquoise"
"LRP4","turquoise"
"METTL13","turquoise"
"GBA","turquoise"
"ZNF625-ZNF20","grey"
"CCR10","turquoise"
"ZNF687","turquoise"
"HOXB5","turquoise"
"PCBD1","turquoise"
"TMEM177","turquoise"
"PIGO","turquoise"
"CSNK2B","turquoise"
"ATP5F1","blue"
"HNF4G","grey"
"ABCA2","turquoise"
"IL27RA","turquoise"
"TOMM22","turquoise"
"CNIH3","turquoise"
"CSTA","grey"
"RBM14-RBM4","turquoise"
"LOC100996760","turquoise"
"ZNF626","grey"
"C17orf58","turquoise"
"SFRP4","turquoise"
"C4orf46","turquoise"
"SNORA13","turquoise"
"SH3RF1","turquoise"
"CLTA","turquoise"
"CPTP","turquoise"
"C19orf10","turquoise"
"OR2A7","brown"
"SEC61B","turquoise"
"PXDC1","turquoise"
"DEF8","turquoise"
"EPS8L2","turquoise"
"MAOA","grey"
"NUP85","turquoise"
"HMGXB3","turquoise"
"PTBP2","turquoise"
"UBXN1","turquoise"
"CORO1B","turquoise"
"PFKP","turquoise"
"CPOX","turquoise"
"SMG6","turquoise"
"SNORD50B","turquoise"
"STYK1","turquoise"
"SPNS2","turquoise"
"CHST12","turquoise"
"GPI","turquoise"
"FBLN5","grey"
"NUDT16","turquoise"
"MIRLET7I","turquoise"
"STK17A","turquoise"
"C19orf43","turquoise"
"TRRAP","turquoise"
"MTMR4","turquoise"
"IGFBP4","turquoise"
"INTS1","turquoise"
"SBNO2","turquoise"
"NRBP2","turquoise"
"TMED1","turquoise"
"TTC4","turquoise"
"COPS6","turquoise"
"FAM171A1","turquoise"
"CEP85","turquoise"
"PDLIM7","turquoise"
"APOLD1","turquoise"
"CMTR1","turquoise"
"CASD1","turquoise"
"A2M","turquoise"
"RIMKLB","blue"
"BCKDHB","turquoise"
"ARAP3","turquoise"
"TYRO3","turquoise"
"CTDSP1","turquoise"
"SLC35B2","turquoise"
"GTF3C1","turquoise"
"KLHL9","turquoise"
"C1orf192","blue"
"MCC","turquoise"
"METTL6","turquoise"
"TST","turquoise"
"ZNF689","turquoise"
"ARHGEF40","turquoise"
"TMEM256","turquoise"
"SNORA10","turquoise"
"TSC2","turquoise"
"ARHGAP19","turquoise"
"MED31","turquoise"
"RN7SKP55","turquoise"
"RAB39B","turquoise"
"TLR3","turquoise"
"CD97","turquoise"
"ORC5","turquoise"
"LAYN","turquoise"
"IL17RD","turquoise"
"EMC9","turquoise"
"ARL8A","turquoise"
"GMNN","turquoise"
"SLAMF6","turquoise"
"SNORA6","turquoise"
"EPB41L4A-AS1","turquoise"
"FAM53C","turquoise"
"FRMD8","turquoise"
"URM1","turquoise"
"RRP9","turquoise"
"NRIP3","turquoise"
"RNF123","turquoise"
"KCTD20","turquoise"
"ANKRD39","turquoise"
"HIP1R","turquoise"
"PLA2R1","turquoise"
"HLA-J","turquoise"
"TBC1D16","turquoise"
"FBXO3","turquoise"
"IFIT5","turquoise"
"ACTR1B","turquoise"
"SLC46A1","turquoise"
"HLA-B","turquoise"
"CXXC5","turquoise"
"CHD7","turquoise"
"GNB2L1","turquoise"
"SETD4","turquoise"
"TMEM185B","turquoise"
"PRSS35","turquoise"
"NELFA","turquoise"
"IMPA2","turquoise"
"C14orf80","turquoise"
"ABCA3","turquoise"
"PDIA4","turquoise"
"PCBD2","turquoise"
"SLC25A51","turquoise"
"ARHGEF35","turquoise"
"STARD7-AS1","turquoise"
"GABBR1","turquoise"
"RN7SL636P","turquoise"
"KCNJ3","turquoise"
"LTBP1","grey"
"BUD13","turquoise"
"TOMM5","turquoise"
"PPME1","turquoise"
"SEC11C","turquoise"
"LOC100131826","turquoise"
"GPR162","turquoise"
"ATG4D","turquoise"
"SMPD1","turquoise"
"DDB2","turquoise"
"TMEM107","turquoise"
"OSBPL6","turquoise"
"SEMA6D","grey"
"RNF212","grey"
"RPTOR","turquoise"
"IDH2","turquoise"
"ABCF1","turquoise"
"TSHZ2","grey"
"ADAM22","turquoise"
"FMNL3","turquoise"
"ZNF35","turquoise"
"SERPINA1","grey"
"TRIM14","turquoise"
"MGP","grey"
"C17orf70","turquoise"
"MLF1","turquoise"
"CCDC3","grey"
"ZNF526","turquoise"
"ZFYVE27","turquoise"
"RECQL5","turquoise"
"NRARP","turquoise"
"PFKFB4","turquoise"
"ACOT7","turquoise"
"DAGLB","turquoise"
"C1orf116","turquoise"
"NTN5","turquoise"
"HBE1","turquoise"
"GALNT18","turquoise"
"B3GALTL","turquoise"
"HNRNPL","turquoise"
"ZNF398","turquoise"
"PKM","turquoise"
"EPHX4","grey"
"CLEC11A","turquoise"
"FAM57A","turquoise"
"HTR1F","turquoise"
"ARHGEF18","turquoise"
"SNORA75","turquoise"
"ACTR5","turquoise"
"C15orf48","grey"
"DAGLA","turquoise"
"EFEMP2","turquoise"
"POF1B","grey"
"RNF152","turquoise"
"LRRC14","turquoise"
"KIF4B","turquoise"
"SF3A3","turquoise"
"POU5F1B","turquoise"
"ZNF738","turquoise"
"F2RL2","turquoise"
"RPS6KA2","turquoise"
"TAF10","turquoise"
"CSPG4","turquoise"
"LDHC","turquoise"
"DR1","turquoise"
"ANXA11","turquoise"
"MIR194-2","turquoise"
"ASNS","turquoise"
"TMEM92","turquoise"
"RBM15","turquoise"
"ABL1","turquoise"
"MDK","turquoise"
"NAAA","turquoise"
"TMEM171","grey"
"ACOX3","turquoise"
"SYTL5","turquoise"
"DCPS","turquoise"
"TMEM138","turquoise"
"RPS26P15","turquoise"
"CPQ","grey"
"ZSCAN12","turquoise"
"STARD10","turquoise"
"SCARA3","turquoise"
"VAMP5","turquoise"
"ZNF549","turquoise"
"AJAP1","grey"
"CHCHD7","blue"
"SDC4","turquoise"
"CRIPT","turquoise"
"COL1A1","turquoise"
"ISL1","turquoise"
"UBE2NL","turquoise"
"TET3","turquoise"
"SLC14A1","turquoise"
"SCARNA22","turquoise"
"MOB3C","turquoise"
"PEAR1","turquoise"
"B4GALT2","turquoise"
"RN7SL473P","turquoise"
"ABHD16A","turquoise"
"INSIG2","turquoise"
"FAS","grey"
"HECTD3","turquoise"
"SRD5A3","turquoise"
"ZNF776","turquoise"
"UNK","turquoise"
"LRRC75A-AS1","turquoise"
"IRF3","turquoise"
"XRRA1","turquoise"
"EXPH5","grey"
"TFAP2A","grey"
"HEATR2","turquoise"
"NOP14","turquoise"
"PLD2","turquoise"
"FAM134B","grey"
"RAB11FIP3","turquoise"
"TNKS1BP1","turquoise"
"KRT20","turquoise"
"PRDM1","turquoise"
"AGRN","turquoise"
"WDR81","turquoise"
"SH3BP4","turquoise"
"BCMO1","grey"
"CRK","turquoise"
"NTMT1","turquoise"
"FABP7","turquoise"
"ARPC4","turquoise"
"TMEM39B","turquoise"
"RNA5SP403","turquoise"
"RN7SL164P","turquoise"
"LGALS3","turquoise"
"RELT","turquoise"
"SIL1","turquoise"
"TSPYL1","turquoise"
"C11orf70","grey"
"ITPK1","turquoise"
"ZSCAN32","turquoise"
"CRMP1","turquoise"
"YTHDF2","turquoise"
"BTG2","turquoise"
"PLCB3","turquoise"
"PPP1R3B","grey"
"ADI1","turquoise"
"RN7SL38P","turquoise"
"UBR7","turquoise"
"PLEKHA7","turquoise"
"EGF","blue"
"YIF1B","turquoise"
"SNTB1","grey"
"TDRP","turquoise"
"FGF12","grey"
"SPSB1","turquoise"
"PHLDB1","turquoise"
"XBP1","turquoise"
"CD70","turquoise"
"CYB561","turquoise"
"ARHGAP22","turquoise"
"LITAF","turquoise"
"ZNF746","turquoise"
"HDAC9","turquoise"
"CHTF18","turquoise"
"CCRN4L","turquoise"
"USP35","turquoise"
"MCOLN2","turquoise"
"GRB2","turquoise"
"ZSWIM2","grey"
"AARS","turquoise"
"HLA-C","turquoise"
"BLNK","grey"
"ATF6B","turquoise"
"BAIAP2","turquoise"
"CARD6","grey"
"GLRX5","turquoise"
"NUAK1","turquoise"
"LETMD1","turquoise"
"USP18","turquoise"
"RPLP0","turquoise"
"ACAD8","turquoise"
"MTFR1","turquoise"
"C19orf53","turquoise"
"SIPA1L3","turquoise"
"LRFN4","turquoise"
"WBP1","turquoise"
"PDXK","turquoise"
"ZNF134","turquoise"
"APOE","turquoise"
"CADPS2","grey"
"TRADD","turquoise"
"GPSM1","turquoise"
"ARHGEF5","turquoise"
"CREB5","blue"
"RNF128","turquoise"
"PIP5K1A","turquoise"
"ANKRD18B","turquoise"
"BRAT1","turquoise"
"SHOX2","turquoise"
"HACE1","turquoise"
"RNF144A","turquoise"
"RN7SL677P","turquoise"
"MTMR14","turquoise"
"KLHL22","turquoise"
"CPE","grey"
"MTUS1","grey"
"DHX16","turquoise"
"CDCA7","turquoise"
"ARMCX6","turquoise"
"FAM110A","turquoise"
"MARCH3","turquoise"
"FAM96A","turquoise"
"P2RY2","turquoise"
"WDR45B","turquoise"
"MAVS","turquoise"
"STAMBPL1","turquoise"
"HOXA11","turquoise"
"IGF1R","turquoise"
"MSANTD3","turquoise"
"ITIH2","turquoise"
"GK","turquoise"
"DNAJC8","turquoise"
"SMC1B","brown"
"MYCN","grey"
"TRPC1","grey"
"TMEFF2","grey"
"FUT9","grey"
"TEP1","turquoise"
"SLC16A9","turquoise"
"PREB","turquoise"
"TBC1D22A","turquoise"
"PPP4R1L","turquoise"
"PIK3AP1","turquoise"
"MID2","grey"
"WDFY2","turquoise"
"NCBP2","turquoise"
"MOV10","turquoise"
"SCG2","turquoise"
"NR2C2AP","turquoise"
"NUDT12","turquoise"
"PROSC","turquoise"
"SYTL3","turquoise"
"CTDP1","turquoise"
"PUS1","turquoise"
"RAE1","turquoise"
"PRCC","turquoise"
"TMEM185A","turquoise"
"EPHB1","turquoise"
"H6PD","turquoise"
"CTNNB1","turquoise"
"PRMT5","turquoise"
"PPM1D","turquoise"
"ZNF772","turquoise"
"RGL2","turquoise"
"HMGB1P1","turquoise"
"INADL","brown"
"TNS4","turquoise"
"RN7SL632P","turquoise"
"SLC25A25","turquoise"
"DDX49","turquoise"
"GART","turquoise"
"TMCO4","turquoise"
"CDC42EP1","turquoise"
"CDK5RAP3","turquoise"
"CTNNA1","turquoise"
"TGIF2","turquoise"
"H3F3B","turquoise"
"JAKMIP2","turquoise"
"OLFML2A","turquoise"
"FZD2","turquoise"
"MRFAP1L1","turquoise"
"BOC","turquoise"
"SNORD49A","turquoise"
"STAG3L4","turquoise"
"C11orf73","turquoise"
"KLHL36","turquoise"
"ERH","turquoise"
"PROM2","turquoise"
"HSF1","turquoise"
"DPCD","turquoise"
"SMA4","turquoise"
"ZNF32","turquoise"
"ULK2","turquoise"
"APBB2","turquoise"
"GSTA4","grey"
"HSPA2","grey"
"CORO1C","turquoise"
"HEPH","turquoise"
"ZNF408","turquoise"
"TNFAIP3","grey"
"MCM6","turquoise"
"MAFK","turquoise"
"ZNF423","turquoise"
"ARMC7","turquoise"
"RPUSD1","turquoise"
"BNIP3","blue"
"DNAJC5","turquoise"
"CIB2","turquoise"
"VRTN","turquoise"
"LSM11","turquoise"
"CDON","turquoise"
"COG7","turquoise"
"TNFRSF11A","turquoise"
"LIMA1","turquoise"
"CNDP2","turquoise"
"C19orf70","turquoise"
"CXCR4","grey"
"C12orf55","grey"
"LRSAM1","turquoise"
"PEX26","turquoise"
"MAP3K6","turquoise"
"OGDHL","turquoise"
"ABHD12","turquoise"
"SAP30","turquoise"
"CST3","turquoise"
"BAI3","turquoise"
"INPP5B","turquoise"
"UPP1","turquoise"
"DHRS7","turquoise"
"SIRPB1","grey"
"PTGES2","turquoise"
"NCAPD3","turquoise"
"ROGDI","turquoise"
"DCTN2","turquoise"
"C11orf83","turquoise"
"MT1M","turquoise"
"NEIL3","grey"
"ALDH6A1","turquoise"
"PREX1","turquoise"
"RNF149","turquoise"
"LINGO2","grey"
"HIST1H2BG","turquoise"
"PRSS8","turquoise"
"RNF126","turquoise"
"KCNQ5","turquoise"
"AKIP1","turquoise"
"C9orf37","turquoise"
"ACOT11","turquoise"
"HSPBP1","turquoise"
"RNF145","turquoise"
"SMUG1","turquoise"
"MCM4","turquoise"
"ERCC6L","turquoise"
"RAB33B","turquoise"
"SVIP","grey"
"PTDSS1","turquoise"
"RN7SL192P","turquoise"
"ACTB","turquoise"
"FAM58DP","turquoise"
"CHURC1","turquoise"
"C12orf43","turquoise"
"PCNXL3","turquoise"
"TRAF2","turquoise"
"ENDOV","turquoise"
"NOTCH3","turquoise"
"HCAR3","grey"
"RN7SL549P","turquoise"
"PCNT","turquoise"
"MCM3AP","turquoise"
"THEM6","turquoise"
"RN7SL63P","turquoise"
"IPO11","turquoise"
"THBD","turquoise"
"DCUN1D2","turquoise"
"PDRG1","turquoise"
"COX10","turquoise"
"ENGASE","turquoise"
"FAM168B","turquoise"
"UBA7","turquoise"
"OAT","turquoise"
"CDC42EP2","turquoise"
"EHD1","turquoise"
"ACOT8","turquoise"
"MARC2","turquoise"
"TIMM10","turquoise"
"SLC26A7","turquoise"
"DENND1B","brown"
"MIR205","turquoise"
"NIPA1","turquoise"
"SNX12","turquoise"
"ERRFI1","grey"
"FTSJ1","turquoise"
"SLC30A8","turquoise"
"ELTD1","grey"
"OGFOD3","turquoise"
"POLG","turquoise"
"MGAT4B","turquoise"
"TMEM136","turquoise"
"PPP1R12C","turquoise"
"GABRE","turquoise"
"NPAS2","grey"
"SUV420H2","turquoise"
"AKR1C1","turquoise"
"ATAD3C","turquoise"
"PGAP2","turquoise"
"RAB27A","turquoise"
"CREG2","turquoise"
"CNOT10","turquoise"
"GPM6B","grey"
"NUDT7","turquoise"
"KDM4B","turquoise"
"NF1P3","turquoise"
"CCDC85B","turquoise"
"DTNBP1","turquoise"
"TRMT112","turquoise"
"STMN3","turquoise"
"ITPKC","turquoise"
"LOC100130428","turquoise"
"FAT4","turquoise"
"MAPK8IP1","turquoise"
"RWDD2B","grey"
"ANK3","grey"
"MKX","grey"
"DVL1","turquoise"
"DIDO1","turquoise"
"GATAD2A","turquoise"
"CYB5D2","turquoise"
"RNF10","turquoise"
"ESPL1","turquoise"
"HMGN2","turquoise"
"SLC2A8","turquoise"
"RNA5SP283","turquoise"
"NOS1","grey"
"ACP6","turquoise"
"HDDC3","turquoise"
"PPARG","grey"
"MAPK10","turquoise"
"ABLIM1","grey"
"BGN","turquoise"
"CHPF2","turquoise"
"PIGW","turquoise"
"RAB29","turquoise"
"CEP72","turquoise"
"TSSK6","turquoise"
"TBC1D24","turquoise"
"TMEM259","turquoise"
"GNG7","turquoise"
"PLCG2","turquoise"
"WBP5","grey"
"RUSC2","turquoise"
"C2orf44","turquoise"
"VAV2","turquoise"
"SLC4A8","turquoise"
"POTEE","turquoise"
"ENO3","turquoise"
"MXRA5","grey"
"BRINP3","turquoise"
"ZNF83","grey"
"SYTL2","brown"
"FAM184A","grey"
"CTNNBIP1","turquoise"
"LINC00339","turquoise"
"PSMD9","turquoise"
"RPP14","turquoise"
"RNU6-818P","turquoise"
"C17orf62","turquoise"
"CHRM3","turquoise"
"PRICKLE2","turquoise"
"C12orf75","blue"
"RPL35","turquoise"
"MBLAC2","turquoise"
"PAX8-AS1","grey"
"NOSTRIN","blue"
"PPP1R15B","turquoise"
"GTF3C5","turquoise"
"TMEM165","turquoise"
"CAMK1D","turquoise"
"RNU1-13P","turquoise"
"ALPK1","turquoise"
"COMMD7","turquoise"
"SLC27A1","turquoise"
"NIT1","turquoise"
"RCN3","turquoise"
"ITPRIP","turquoise"
"PDCL","turquoise"
"RAD9A","turquoise"
"WDR3","turquoise"
"TMEM246","turquoise"
"SEPT6","turquoise"
"ARHGAP4","turquoise"
"PSMF1","turquoise"
"YBX3","turquoise"
"CDK5RAP1","turquoise"
"PI4KAP2","turquoise"
"BHLHE41","brown"
"BCAR3","turquoise"
"C21orf91","turquoise"
"TBL2","turquoise"
"CNNM1","turquoise"
"C9orf89","turquoise"
"ASH2L","turquoise"
"GORASP1","turquoise"
"PRSS2","turquoise"
"SLC52A2","turquoise"
"CA13","turquoise"
"LOH12CR1","turquoise"
"PHKG2","turquoise"
"CLIC5","brown"
"DLG4","turquoise"
"CLCN5","turquoise"
"ZNF460","turquoise"
"NPY1R","grey"
"BEND4","turquoise"
"AJUBA","turquoise"
"SERPINB9P1","turquoise"
"GAK","turquoise"
"CNNM3","turquoise"
"CAPN13","grey"
"SMAGP","turquoise"
"PSMD4","turquoise"
"RNF31","turquoise"
"CNEP1R1","turquoise"
"SAMD5","turquoise"
"DNAJC22","turquoise"
"FAM83A","turquoise"
"SLC37A3","turquoise"
"PPP2R3A","grey"
"GRAP","turquoise"
"CRCP","turquoise"
"RABGGTA","turquoise"
"PCK2","turquoise"
"NEDD4L","grey"
"THOC5","turquoise"
"ARPC5","turquoise"
"ZNF320","grey"
"ILVBL","turquoise"
"WNT7B","turquoise"
"GINS1","turquoise"
"HACL1","turquoise"
"SEPN1","turquoise"
"SKAP1","grey"
"CYB5B","turquoise"
"MINK1","turquoise"
"WDR62","turquoise"
"UTP18","turquoise"
"MSANTD3-TMEFF1","grey"
"DHX34","turquoise"
"TK2","turquoise"
"PLEKHM2","turquoise"
"CDC25A","turquoise"
"MPP2","turquoise"
"HRASLS","grey"
"HSPD1P1","turquoise"
"GRB7","turquoise"
"INHBE","turquoise"
"NXT1","turquoise"
"TRDMT1","turquoise"
"PHPT1","turquoise"
"DNM1","turquoise"
"PAQR4","turquoise"
"FUCA1","grey"
"USE1","turquoise"
"ZNF551","turquoise"
"HDX","grey"
"PRKAR1B","turquoise"
"DGKA","turquoise"
"GTSE1","turquoise"
"NIPAL2","grey"
"COMMD8","turquoise"
"RTN1","turquoise"
"RNU6-299P","turquoise"
"MSLN","turquoise"
"COIL","turquoise"
"SRPR","turquoise"
"ZNF783","turquoise"
"ACKR2","brown"
"SLC26A2","grey"
"INO80E","turquoise"
"DRP2","turquoise"
"CLEC12B","turquoise"
"TPBG","turquoise"
"SLC22A5","turquoise"
"LETM1","turquoise"
"USP21","turquoise"
"PLCL2","turquoise"
"VASP","turquoise"
"HEBP1","turquoise"
"HAS2","grey"
"RPL27A","turquoise"
"GATC","turquoise"
"DCAF5","turquoise"
"MUC4","turquoise"
"MIEN1","turquoise"
"PLXND1","turquoise"
"CNPY4","turquoise"
"TBX15","blue"
"ANKMY2","turquoise"
"RFC5","turquoise"
"XRCC3","turquoise"
"MAP7D2","grey"
"CCDC85C","turquoise"
"OR2A9P","turquoise"
"NSMCE1","turquoise"
"NCOA5","turquoise"
"INTS7","turquoise"
"FTH1P11","turquoise"
"SNORD15A","turquoise"
"FAM81A","turquoise"
"FUOM","turquoise"
"ANXA4","blue"
"CCDC92","turquoise"
"THAP11","turquoise"
"TNFAIP1","turquoise"
"ARRB2","turquoise"
"CNPY2","turquoise"
"SCML1","turquoise"
"ZNF74","turquoise"
"ZNF224","turquoise"
"GOLIM4","turquoise"
"ICA1L","turquoise"
"COQ7","turquoise"
"C1DP2","turquoise"
"ZFP42","turquoise"
"SHROOM3","turquoise"
"URB1","turquoise"
"ALDH1A2","turquoise"
"DCAKD","turquoise"
"ARFRP1","turquoise"
"ISL2","turquoise"
"SLC37A2","turquoise"
"NAA40","turquoise"
"EFCAB1","grey"
"MRPS25","turquoise"
"SLC29A4","turquoise"
"PAK3","grey"
"DSN1","turquoise"
"TSPAN33","turquoise"
"DCBLD2","brown"
"LIF","turquoise"
"FIS1","turquoise"
"ZNF43","blue"
"PACSIN2","turquoise"
"PRPF6","turquoise"
"DLST","turquoise"
"GPR15","grey"
"LRRN3","grey"
"EVA1A","turquoise"
"ACTR3C","blue"
"MMACHC","turquoise"
"GNGT2","turquoise"
"ARNT2","turquoise"
"WNT5B","turquoise"
"TWSG1","turquoise"
"MAZ","turquoise"
"ZNF124","turquoise"
"KRTCAP2","turquoise"
"RN7SL65P","turquoise"
"MLPH","turquoise"
"RNU1-91P","turquoise"
"SSPN","grey"
"BST1","turquoise"
"KANK2","turquoise"
"CDAN1","turquoise"
"DALRD3","turquoise"
"METTL15","turquoise"
"ARHGAP10","turquoise"
"MRPL4","turquoise"
"EDEM2","turquoise"
"MDH2","turquoise"
"RPP21","turquoise"
"PELI2","grey"
"OLIG3","turquoise"
"SALL2","grey"
"AGPAT1","turquoise"
"TNFAIP8L1","turquoise"
"DCTD","turquoise"
"MAP3K14","turquoise"
"DGAT1","turquoise"
"GXYLT1","turquoise"
"CERS4","turquoise"
"ZFP69B","turquoise"
"VCP","turquoise"
"DNAJA4","grey"
"ZNF667","turquoise"
"ZMAT1","turquoise"
"LOC54944","turquoise"
"ASCC2","turquoise"
"CASP6","turquoise"
"RNU6-916P","turquoise"
"TNFRSF9","turquoise"
"FLCN","turquoise"
"FAM53B","turquoise"
"RNU6-564P","blue"
"GRAMD4","turquoise"
"CCDC69","turquoise"
"DSCR3","turquoise"
"FJX1","turquoise"
"SLC20A2","turquoise"
"ADAM28","turquoise"
"IMPDH2","turquoise"
"PHLDA2","turquoise"
"DNTTIP1","turquoise"
"UQCC2","turquoise"
"LOC654342","turquoise"
"VPS26B","turquoise"
"RAD54L","turquoise"
"CYB5R3","turquoise"
"HOXB7","turquoise"
"TMSB15B","turquoise"
"LIPC","grey"
"C22orf29","turquoise"
"TMEM102","turquoise"
"MIEF1","turquoise"
"RN7SL478P","turquoise"
"FAM127C","turquoise"
"C6orf48","turquoise"
"PGM2L1","grey"
"SDSL","turquoise"
"C9orf3","turquoise"
"PIK3R3","grey"
"ZBTB3","turquoise"
"MAN1B1","turquoise"
"CLN8","turquoise"
"ZNF445","turquoise"
"WNT8A","turquoise"
"MTCH2","turquoise"
"CDK2AP1","turquoise"
"SMYD5","turquoise"
"DAG1","turquoise"
"WDR24","turquoise"
"RASEF","grey"
"HNRNPM","turquoise"
"INPP4A","turquoise"
"KDELR3","grey"
"TROAP","turquoise"
"RNU1-134P","turquoise"
"KIAA1147","turquoise"
"SYT1","turquoise"
"KDSR","turquoise"
"TMPPE","turquoise"
"THUMPD2","turquoise"
"SLC35B4","turquoise"
"RNY4P13","turquoise"
"MAP3K12","turquoise"
"ARSA","turquoise"
"GUCA1C","grey"
